"date.pretty","date.year","date.mon","date.mday","date.hour","date.min","date.tzname","utcdate.pretty","utcdate.year","utcdate.mon","utcdate.mday","utcdate.hour","utcdate.min","utcdate.tzname","tempm","tempi","dewptm","dewpti","hum","wspdm","wspdi","wgustm","wgusti","wdird","wdire","vism","visi","pressurem","pressurei","windchillm","windchilli","heatindexm","heatindexi","precipm","precipi","conds","icon","fog","rain","snow","hail","thunder","tornado","metar"
"2:00 PM EET on January 01, 2016","2016","01","01","14","00","Europe/Kiev","12:00 PM GMT on January 01, 2016","2016","01","01","12","00","UTC","-12","11","-15","5","66","7.2","4.5","","","40","NE","20","12","1031","30.45","-999","-999","-9999","-9999","","","Light Snow","snow","0","0","1","0","0","0","AAXX 01121 33345 /1498 60402 11117 21151 30086 40309 52001 77177 86500 333 86716 555 1/102 69931"
"2:00 PM EET on January 01, 2016","2016","01","01","14","00","Europe/Kiev","12:00 PM GMT on January 01, 2016","2016","01","01","12","00","UTC","-11.0","12.2","-14.0","6.8","79","10.8","6.7","-9999.0","-9999.0","50","NE","8.0","5.0","1028","30.36","-16.7","1.9","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 011200Z 05003MPS 8000 -SN SCT015 OVC026 M11/M14 Q1028 08490340 NOSIG"
"2:30 PM EET on January 01, 2016","2016","01","01","14","30","Europe/Kiev","12:30 PM GMT on January 01, 2016","2016","01","01","12","30","UTC","-12.0","10.4","-15.0","5.0","79","14.4","8.9","-9999.0","-9999.0","40","NE","10.0","6.2","1029","30.39","-19.0","-2.2","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 011230Z 04004MPS 9999 -SN SCT016 OVC026 M12/M15 Q1029 08490340 NOSIG"
"3:00 PM EET on January 01, 2016","2016","01","01","15","00","Europe/Kiev","1:00 PM GMT on January 01, 2016","2016","01","01","13","00","UTC","-12.0","10.4","-15.0","5.0","79","18.0","11.2","-9999.0","-9999.0","80","East","10.0","6.2","1029","30.39","-19.9","-3.9","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 011300Z 08005MPS 9999 -SN SCT015 OVC026 M12/M15 Q1029 08490340 NOSIG"
"3:30 PM EET on January 01, 2016","2016","01","01","15","30","Europe/Kiev","1:30 PM GMT on January 01, 2016","2016","01","01","13","30","UTC","-12.0","10.4","-15.0","5.0","79","18.0","11.2","-9999.0","-9999.0","20","NNE","6.0","3.7","1029","30.39","-19.9","-3.9","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 011330Z 02005MPS 6000 -SN OVC015 M12/M15 Q1029 08490340 NOSIG"
"4:00 PM EET on January 01, 2016","2016","01","01","16","00","Europe/Kiev","2:00 PM GMT on January 01, 2016","2016","01","01","14","00","UTC","-12.0","10.4","-16.0","3.2","73","10.8","6.7","-9999.0","-9999.0","40","NE","10.0","6.2","1029","30.39","-17.9","-0.2","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 011400Z 04003MPS 010V080 9999 -SN OVC018 M12/M16 Q1029 08490340 NOSIG"
"4:30 PM EET on January 01, 2016","2016","01","01","16","30","Europe/Kiev","2:30 PM GMT on January 01, 2016","2016","01","01","14","30","UTC","-12.0","10.4","-16.0","3.2","73","10.8","6.7","-9999.0","-9999.0","50","NE","10.0","6.2","1029","30.39","-17.9","-0.2","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 011430Z 05003MPS 9999 -SN OVC017 M12/M16 Q1029 08490340 NOSIG"
"5:00 PM EET on January 01, 2016","2016","01","01","17","00","Europe/Kiev","3:00 PM GMT on January 01, 2016","2016","01","01","15","00","UTC","-13","9","-16","4","71","10.8","6.7","","","50","NE","20","12","1032","30.49","-999","-999","-9999","-9999","","","Partly Cloudy","partlycloudy","0","0","0","0","0","0","AAXX 01151 33345 41498 70503 11126 21156 30099 40323 52013 70272 87500 333 87619 555 1/105"
"5:00 PM EET on January 01, 2016","2016","01","01","17","00","Europe/Kiev","3:00 PM GMT on January 01, 2016","2016","01","01","15","00","UTC","-12.0","10.4","-16.0","3.2","73","18.0","11.2","-9999.0","-9999.0","70","ENE","10.0","6.2","1030","30.42","-19.9","-3.9","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 011500Z 07005MPS 9999 -SN OVC015 M12/M16 Q1030 08490340 NOSIG"
"5:30 PM EET on January 01, 2016","2016","01","01","17","30","Europe/Kiev","3:30 PM GMT on January 01, 2016","2016","01","01","15","30","UTC","-13.0","8.6","-16.0","3.2","79","14.4","8.9","-9999.0","-9999.0","70","ENE","10.0","6.2","1030","30.42","-20.2","-4.4","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 011530Z 07004MPS 9999 -SN OVC015 M13/M16 Q1030 08490340 NOSIG"
