"date.pretty","date.year","date.mon","date.mday","date.hour","date.min","date.tzname","utcdate.pretty","utcdate.year","utcdate.mon","utcdate.mday","utcdate.hour","utcdate.min","utcdate.tzname","tempm","tempi","dewptm","dewpti","hum","wspdm","wspdi","wgustm","wgusti","wdird","wdire","vism","visi","pressurem","pressurei","windchillm","windchilli","heatindexm","heatindexi","precipm","precipi","conds","icon","fog","rain","snow","hail","thunder","tornado","metar"
"5:30 AM EEST on August 01, 2016","2016","08","01","05","30","Europe/Kiev","2:30 AM GMT on August 01, 2016","2016","08","01","02","30","UTC","22.0","71.6","16.0","60.8","69","7.2","4.5","-9999.0","-9999.0","180","South","-9999.0","-9999.0","1014","29.95","-999","-999","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010230Z 18002MPS 110V220 CAVOK 22/16 Q1014 R08/CLRD70 NOSIG"
"6:00 AM EEST on August 01, 2016","2016","08","01","06","00","Europe/Kiev","3:00 AM GMT on August 01, 2016","2016","08","01","03","00","UTC","20","67","17","63","84","7.2","4.5","","","190","South","20","12","1014","29.95","-999","-999","-9999","-9999","","","","","0","0","0","0","0","0","AAXX 01031 33345 42998 01902 10197 20174 39946 40140 53001 555 10019"
"6:00 AM EEST on August 01, 2016","2016","08","01","06","00","Europe/Kiev","3:00 AM GMT on August 01, 2016","2016","08","01","03","00","UTC","21.0","69.8","16.0","60.8","73","3.6","2.2","-9999.0","-9999.0","0","Variable","-9999.0","-9999.0","1014","29.95","-999","-999","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010300Z VRB01MPS CAVOK 21/16 Q1014 R08/CLRD70 NOSIG"
"6:30 AM EEST on August 01, 2016","2016","08","01","06","30","Europe/Kiev","3:30 AM GMT on August 01, 2016","2016","08","01","03","30","UTC","21.0","69.8","17.0","62.6","78","0.0","0.0","-9999.0","-9999.0","0","North","-9999.0","-9999.0","1014","29.95","-999","-999","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010330Z 00000MPS CAVOK 21/17 Q1014 R08/CLRD70 NOSIG"
"7:00 AM EEST on August 01, 2016","2016","08","01","07","00","Europe/Kiev","4:00 AM GMT on August 01, 2016","2016","08","01","04","00","UTC","22.0","71.6","17.0","62.6","73","0.0","0.0","-9999.0","-9999.0","0","North","-9999.0","-9999.0","1014","29.95","-999","-999","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010400Z 00000MPS CAVOK 22/17 Q1014 R08/CLRD70 NOSIG"
"7:30 AM EEST on August 01, 2016","2016","08","01","07","30","Europe/Kiev","4:30 AM GMT on August 01, 2016","2016","08","01","04","30","UTC","23.0","73.4","17.0","62.6","69","3.6","2.2","-9999.0","-9999.0","0","Variable","-9999.0","-9999.0","1014","29.95","-999","-999","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010430Z VRB01MPS CAVOK 23/17 Q1014 R08/CLRD70 NOSIG"
"8:00 AM EEST on August 01, 2016","2016","08","01","08","00","Europe/Kiev","5:00 AM GMT on August 01, 2016","2016","08","01","05","00","UTC","24.0","75.2","18.0","64.4","69","3.6","2.2","-9999.0","-9999.0","0","Variable","-9999.0","-9999.0","1014","29.95","-999","-999","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010500Z VRB01MPS CAVOK 24/18 Q1014 R08/CLRD70 NOSIG"
"8:30 AM EEST on August 01, 2016","2016","08","01","08","30","Europe/Kiev","5:30 AM GMT on August 01, 2016","2016","08","01","05","30","UTC","25.0","77.0","18.0","64.4","65","3.6","2.2","-9999.0","-9999.0","0","Variable","-9999.0","-9999.0","1014","29.95","-999","-999","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010530Z VRB01MPS CAVOK 25/18 Q1014 R08/CLRD70 NOSIG"
"9:00 AM EEST on August 01, 2016","2016","08","01","09","00","Europe/Kiev","6:00 AM GMT on August 01, 2016","2016","08","01","06","00","UTC","25","76","18","64","58","10.8","6.7","","","200","SSW","20","12","1014","29.94","-999","-999","-9999","-9999","","","","","0","0","0","0","0","0","AAXX 01061 33345 32998 02003 10247 20177 39946 40137 54000 333 20196 555 10035"
"9:00 AM EEST on August 01, 2016","2016","08","01","09","00","Europe/Kiev","6:00 AM GMT on August 01, 2016","2016","08","01","06","00","UTC","26.0","78.8","19.0","66.2","65","3.6","2.2","-9999.0","-9999.0","0","Variable","-9999.0","-9999.0","1014","29.95","-999","-999","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010600Z VRB01MPS CAVOK 26/19 Q1014 R08/CLRD70 NOSIG"
